title_1,reference-count,subj,year,month,day,row_num
Ueber die harnsauren Sedimente,25,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1845,,,10
Der Friesel,197,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1855,10,,1
"XXI.—<i>The vegetable individual, in its relation to species</i>",45,General Medicine,1855,10,,2
Ueber die Volumänderung einiger Substanzen beim Erwärmen und Schmelzen,39,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1855,,,3
Beiträge zur näheren Kenntniss des polymeren Isomorphismus,37,General Physics and Astronomy,1855,,,4
Das Corps der Zuaven im französischen Heere,28,,1855,,,5
"XXXII.—<i>The vegetable individual, in its relation to species</i> Translated by C<scp>has</scp> F<scp>rancis</scp> S<scp>tone</scp>",26,General Medicine,1855,11,,6
Zur Lehre von den Bewegungen des Auges,24,"Cellular and Molecular Neuroscience, Sensory Systems, Ophthalmology",1855,9,,7
Ueber die sogenannten Jalappaharze,23,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1855,,,8
Ueber die sichtbaren Erscheinungen der Blutbewegung im Auge,23,"Cellular and Molecular Neuroscience, Sensory Systems, Ophthalmology",1855,3,,9
Einige vorzugsweise bemerkenswerthe Beobachtungen Audubon's,22,Animal Science and Zoology,1855,1,,10
XXIV.—<i>On the theory of the fecundation of the Ovum</i>,52,General Medicine,1856,4,,1
"On the Various Forms of Mental Disorder, (Being the substance of Lectures delivered at the York School of Medicine)",42,,1856,10,,2
Ueber Gehirnabscesse,40,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1856,9,,3
"XXXI.—<i>The vegetable individual, in its relation to species</i>. Translated by C<scp>has.</scp> F<scp>rancis</scp> S<scp>tone</scp>, B.A.",32,General Medicine,1856,11,,4
Anatomische Beiträge zur Ophthalmologie,28,"Cellular and Molecular Neuroscience, Sensory Systems, Ophthalmology",1856,1,,5
Reviews and bibliographical notices,26,General Medicine,1856,2,,6
Ueber die chemischen Bestandtheile einiger Drüsensäfte,25,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1856,,,7
Ueber Combinationstöne,25,General Physics and Astronomy,1856,,,8
I. On the Structure and Affinities of Balanophoreae.,22,,1856,12,,9
Ueber die oxalsaure Kalkerde,22,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1856,,,10
Die peripherische markhaltige Nervenfaser,199,General Medicine,1877,12,,1
Art. VIII.—The Early Faith of Aṣoka,154,"General Arts and Humanities, Cultural Studies",1877,7,,2
Untersuchungen über optisches Drehungsvermögen. Ueber die Ermittelung der specifischen Rotation activer Substanzen,145,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1877,,,3
Beiträge zur Kenntniss der Osteomalacie,92,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1877,4,,4
Ueber die Einwirkung von Phosphorpentachlorid auf Säureamide,80,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1877,,,5
II. Ueber die Structurformel des Hydroxylamins und seiner amidartigen Derivate,69,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1877,,,6
Die Theorien der excessiven Monstra,68,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1877,10,,7
Tuberculosis,67,"General Chemistry, Catalysis",1877,7,,8
Ueber Indication und Werth der künstlichen Frühgeburt bei engem Becken,62,"Obstetrics and Gynecology, General Medicine, Obstetrics and Gynecology, Obstetrics and Gynecology, Obstetrics and Gynecology",1877,2,,9
Nekrologe. Alphons Oppenheim,62,Inorganic Chemistry,1877,7,,10
Spezielle Pathologie des Gesichtsfeldes,3031,,1944,,,1
Der Diabetes mellitus,1611,,1944,,,2
Konstitution,1227,,1944,,,3
Chemie der Haut unter besonderer Berücksichtigung der Proteine,1087,,1944,,,4
Hauptteil. Spezielle pathologische Anatomie und Histologie der Knochengeschwülste,1039,,1944,,,5
Die normale und pathologische Physiologie der Schilddrüse,812,,1944,,,6
Tefrokronologiska Studier På Island,779,General Medicine,1944,4,,7
Salben als Medikamententräger,703,,1944,,,8
Erkrankungen der Wirbelsäule,663,,1944,,,9
Die Fehlbildungen und Variationen der menschlichen Wirbelsäule,654,,1944,,,10
Die Krankheiten der Leber und der Gallenwege,5453,,1953,,,1
Untersuchung der Körperflüssigkeiten und Ausscheidungen,3884,,1953,,,2
Forensische Toxikologie,3639,,1953,,,3
Bibliography,3518,,1953,,,4
Durch äußere Einwirkung entstandene Körperschädigungen und Todesfälle,2715,,1953,,,5
Die Krankheiten des Darmes,1968,,1953,,,6
Die Krankheiten der Bauchspeicheldrüse,1890,,1953,,,7
Untersuchung der Organe,1875,,1953,,,8
Einzelne Autoren und Denkmäler,1752,,1953,,,9
Die Erkrankungen der peripheren Nerven,1317,,1953,,,10
Physiologische Chemie der Lebensvorgänge und Organe (Fortsetzung),7308,,1959,,,1
Oxosteroids,5444,,1959,,,2
Die Sprache und ihre Störungen,4070,,1959,,,3
Biologie der Heterotrophen,2545,,1959,,,4
Mucosaccharides and Glycoproteins,2204,,1959,,,5
Mucosaccharides and glycoproteins,2173,,1959,12,,6
BIBLIOGRAPHY ON MASS SPECTROMETRY 1938–1957 inclusive,2073,,1959,,,7
REFERENCES,1779,,1959,,,8
The alkali metal ions in the organism,1675,,1959,,,9
Partition chromatography and its use in the plant sciences,1483,"Plant Science, Ecology, Evolution, Behavior and Systematics",1959,1,,10
Phenothiazine und Azaphenothiazine als Heilmittel,6788,,1963,,,1
Bakterielle Infektionen,3266,,1963,,,2
Psoriasis vulgaris,2840,,1963,,,3
Die Karbide,2526,,1963,,,4
"Public Credit, with Special Reference to North-Western Europe",2471,,1963,1,2,5
REFERENCES,2139,,1963,,,6
Bibliographie,2102,,1963,,,7
The Economic Policies of Towns,2048,,1963,1,2,8
France and England,2013,,1963,1,2,9
The Gilds,1950,,1963,1,2,10
15. Juni 1915,3280,,1915,,,1
31. Dezember 1915,2968,,1915,,,2
15. April 1915,2966,,1915,,,3
15. Juli 1915,2621,,1915,,,4
15. Mai 1915,2341,,1915,,,5
31. Juli 1915,2108,,1915,,,6
Experimentelle anorganische Chemie und Elektrochemie im Jahre 1914,1972,General Medicine,1915,3,2,7
15. Oktober 1915,1877,,1915,,,8
15. August 1915,1804,,1915,,,9
30. April 1915,1778,,1915,,,10
Die einfachen Zuckerarten,5637,,1931,,,1
Angewandte oder spezielle Bodenkunde. (Technologie des Bodens),4538,,1931,,,2
Tuberkulose der Haut,3492,,1931,,,3
Die Therapie des Uteruscarcinoms und des Chorionepithelioms,3045,,1931,,,4
Der Stoffwechsel der landwirtschaftlichen Nutztiere,2219,,1931,,,5
Orbita,1748,,1931,,,6
Die inneren männlichen Geschlechtsorgane,1707,,1931,,,7
Documenten,1656,,1931,,,8
Penis und Urethra,1623,,1931,,,9
Glykoside,1619,,1931,,,10
Abstracts of Documents in this Supplement,7995,,1976,,,1
Das Peritoneum,6629,,1976,,,2
Bibliography,3039,,1976,,,3
Bibliography,2184,,1976,,,4
Aluminum–Copper Alloys,2034,,1976,,,5
Bibliography,2024,,1976,,,6
Literature cited,1954,,1976,,,7
Akute Pankreaserkrankungen,1890,,1976,,,8
Individual Band Systems,1837,,1976,,,9
Additional References,1835,,1976,,,10
In Person and Online,335,,2024,4,4,1
References,330,,2024,,,2
Music History/Musicology,325,,2024,4,4,3
Teaching Persona,324,,2024,4,4,4
Music Theory,321,,2024,4,4,5
Pedagogy,321,,2024,4,4,6
Music Education,319,,2024,4,4,7
Music Appreciation,317,,2024,4,4,8
Applied Music,316,,2024,4,4,9
"Moving Forward, Planning What’s Next",306,,2024,4,4,10
Endoscopic Sinus and Skull base Surgery: The Compartment Concept,4,,2047,4,7,1
Ueber einige merkwürdige brasilianische Gebirgs-Formationen,14,General Physics and Astronomy,1820,,,1
"XII. <i>Memoir relative to the annular eclipse of the sun, which will happen on September</i> 7, 1820",12,,1820,2,,2
Ueber die Verschluckung des Lichts durch Krystalle von doppelter Strahlenbrechung. ... Zusatz ...,9,General Physics and Astronomy,1820,,,3
XIII. <i>On certain fraudulent and poisonous sophistications</i>,9,,1820,2,,4
"XXXII. <i>The Bakerian Lecture. On the composition and analysis of the inflammable gaseous compounds resulting from the destructive distillation of coal and oil, with some remarks on their relative heating and illuminating powers</i>",9,,1820,9,,5
"Ueber die elektrische Spannung, welche durch eine blosse geometrische Ungleichheit der Berührungs-Flächen erregt wird",7,General Physics and Astronomy,1820,,,6
"Eine neues Hygrometer, welches die Kraft und des Gewicht des Wasserdampfs in der Atmosphäre, und den entsprechenden Grad der Verdünstung misst",7,General Physics and Astronomy,1820,,,7
"XXIII. <i>New method of cultivating in Great Britain the</i> Papaver somniferum, <i>and of prepering opium from it</i>",7,,1820,3,,8
Ueber die Verbindung des Schwefels mit den Alkalien,6,General Physics and Astronomy,1820,,,9
Wer ist der Entdecker des Morphin und der Mekonsäure? ... Nachschrift,6,General Physics and Astronomy,1820,,,10
Lexikalischer Teil,6058,,2003,,,1
"Evolution of Flightlessness in Rails (Gruiformes: Rallidae): Phylogenetic, Ecomorphological, and Ontogenetic Perspectives",3737,"Animal Science and Zoology, Ecology, Evolution, Behavior and Systematics",2003,1,,2
Silver and Gold,3347,,2003,,,3
The neurobiology and control of anxious states,2616,General Neuroscience,2003,6,,4
Nickel,2606,,2003,,,5
Monetary Policy and the Euro,2560,,2003,3,20,6
Interest Groups and the Brussels Bureaucracy,2560,,2003,3,20,7
The Changing European State,2560,,2003,3,20,8
Europeanization and the Persistence of Administrative Systems,2560,,2003,3,20,9
The Age of Administrative Reforms,2560,,2003,3,20,10
Linkage of the Boreal Spring Antarctic Oscillation to the West African Summer Monsoon,59,Atmospheric Science,1500,,,1
Changes of Diurnal Temperature Range in Taiwan and Their Large-Scale Associations: Univariate and Multivariate Trend Analyses,57,Atmospheric Science,1500,,,2
Climatic Jumps in Precipitation and Extremes in Drying North China during 1954-2006,49,Atmospheric Science,1500,,,3
Development of a Compact and Sensitive Electrostatic Radon-222 Measuring System for Use in Atmospheric Observation,43,Atmospheric Science,1500,,,4
SST-Forced and Internal Variability of the Atmosphere in an Ensemble GCM Simulation,42,Atmospheric Science,1500,,,5
Ozone Enhanced Layers in the 2003 Antarctic Ozone Hole,41,Atmospheric Science,1500,,,6
Large Eddy Simulation of Dust Devils in a Diurnally-Evolving Convective Mixed Layer,40,Atmospheric Science,1500,,,7
Evaluation of an Explicit One-Dimensional Time Dependent Tilting Cloud Model: Sensitivity to Relative Humidity,39,Atmospheric Science,1500,,,8
Subtropical Paciﬁc SST Variability Related to the Local Hadley Circulation during the Premature Stage of ENSO,37,Atmospheric Science,1500,,,9
A Numerical Investigation of a Supercell Tornado: Genesis and Vorticity Budget,36,Atmospheric Science,1500,,,10
Ideen zu einer Theorie des Magneten,49,General Physics and Astronomy,1801,,,1
XXXIV. <i>On the chemical knowledge which the philosophers of the</i> 16<i>the and</i> 17<i>th centuries had of the different gases</i>,44,,1801,12,,2
XL. <i>On the antiquity and invention of fire engines</i>,37,,1801,12,,3
Bemerkungen über Volta's Säule,36,General Physics and Astronomy,1801,,,4
I. <i>A dissertation on the history of sugar</i>,34,,1801,1,,5
"Ueber die Instrumente, welche bestimmt sind, sehr kleine Grade von Electricität zu verstärken und merkbar zu machen, nach einigen zerstreuten Aufsätzen, vorzüglich, Will. Nicholson's, bearbeitet",28,General Physics and Astronomy,1801,,,6
Bemerkungen über Volta's Säule,21,General Physics and Astronomy,1801,,,7
Auszüge aus Briefen an den Herausgeber,21,General Physics and Astronomy,1801,,,8
ENTDECKUNG einer neuen brennbaren Gasart. Aus Aufsätzen mehrerer Physiker ausgezogen vom Herausgeber,19,General Physics and Astronomy,1801,,,9
"Beschreibung einer neuen galvanisch-chemischen Vorrichtung und einiger merkwürdigen Versuche, die damit angestellt wurden",18,General Physics and Astronomy,1801,,,10
"Untersuchungen über die Volumensveränderungen, welche das Wasser durch die Wärme erleidet und Bestimmung der Temperatur, bei welcher dasselbe seine grösste Dichtigkeit besitzt",25,General Physics and Astronomy,1824,,,1
Progamm der holländischen Gesellschaft der Wissenschaften zu Harlem für das Jahr 1824,14,General Physics and Astronomy,1824,,,2
Kann das menschliche Auge überhaupt und in welchem Grade der Deutlichkeit unter dem Wasser sehen?,11,General Physics and Astronomy,1824,,,3
Untersuchungen über die Flussspathsäure und deren merkwürdigsten Verbindungen,10,General Physics and Astronomy,1824,,,4
Untersuchungen über die Flussspathsäure und deren merkwürdigsten Verbindungen,9,General Physics and Astronomy,1824,,,5
"XLVI. <i>Remarks on the Gothic ornaments of the Duomo, Battistero, and Campo Santo, of Pisa</i>",9,,1824,10,31,6
XLVIII. <i>Analysis of Professor</i> H<scp>ausmann's</scp> <i>essay on the Geology of the Apennines</i>,8,,1824,4,30,7
Wiederholung und Erweiterung des Döbereinerschen Versuchs,8,General Physics and Astronomy,1824,,,8
Einige Versuche mit dem Uranoxyd und dessen Verbindungen,8,General Physics and Astronomy,1824,,,9
Versuch einer chemischen Bestimmung der Glimmerarten,7,General Physics and Astronomy,1824,,,10
Bemerkungen über die Vulcane der Insel Java,26,General Physics and Astronomy,1828,,,1
Bemerkungen über die Vulcane der Insel Java,26,General Physics and Astronomy,1828,,,2
Ueber den Einfluss des Mondes auf die Verminderung des Drucks der Atmosphäre,21,General Physics and Astronomy,1828,,,3
Ueber den Einfluss des Mondes auf die Verminderung des Drucks der Atmosphäre,21,General Physics and Astronomy,1828,,,4
"Doppelt-Chlorcyan, eine neue Verbindung des Chlors mit dem Cyan, und Cyansäure",20,General Physics and Astronomy,1828,,,5
Ueber einige neu entdeckte geognostische Erscheinungen in der norddeutschen Ebene,13,General Physics and Astronomy,1828,,,6
"Ueber die Veränderungen, welche in dem chemischen Mineralsystem durch die Eigenschaft der isomorphen Körper, einander in unbestimmten Verhältnissen zu ersetzen, nothwendig geworden sind",13,General Physics and Astronomy,1828,,,7
Ueber einige neu entdeckte geognostische Erscheinungen in der norddeutschen Ebene,13,General Physics and Astronomy,1828,,,8
"Ueber die Veränderungen, welche in dem chemischen Mineralsysteme durch die Eigenschaft der isomorphen Körper, einander in unbestimmten Verhältnissen zu ersetzen, nothwendig geworden sind",13,General Physics and Astronomy,1828,,,9
LV. <i>Mineralogical and chemical examination of the Diopside of Fassa in the tyrol</i>,12,,1828,5,,10
Ueber die Bergketten und Vulcane von Inner-Asien und über einen neuen vulcanischen Ausbruch in der Andes-Kette,56,General Physics and Astronomy,1830,,,1
"XXXVI. <i>Notes on the geographical distribution of organic remains contained in the oolitic series of the Great London and Paris Basin, and in the same series of the South of France</i>",24,,1830,4,,2
Ueber die Bergketten und Vulcane von Inner-Asien und über einen neuen vulcanischen Ausbruch in der Andes-Kette,24,General Physics and Astronomy,1830,,,3
Darlegung der auf Befehl der Pariser Academie der Wissenschaften zur Bestimmung der Spannkräfte des Wasserdampfs bei hohen Temperaturen angestellten Untersuchungen,21,General Physics and Astronomy,1830,,,4
Ueber die Schwankungen des Kohlensäure-Gehalts der Atmosphäre,18,General Physics and Astronomy,1830,,,5
XXVI. Observations on a Gold Ring of Hindu Fabrication found at Montrose in Scotland,15,,1830,7,,6
"XXXV. <i>On the blue colouring-matter of lapis lazuli, and on artificial ultramarine</i>",15,,1830,4,,7
Untersuchungen über die Cyansäure,13,General Physics and Astronomy,1830,,,8
Der See bei Salzungen und Einiges von Erderschütterungen in Thüringen,13,General Physics and Astronomy,1830,,,9
VI. <i>On artificial and natural arrangements of plants: and particularly on the systems of Linnæus and Jussieu</i>,11,,1830,1,,10
"Art. XIV.—<i>Notes on the Religious, Moral, and Political State of India before the Mahomedan Invasion, chiefly founded on the Travels of the Chinese Buddhist Priest Fa Hian in India, A.D. 399, and on the Commentaries of Messrs. Remusat, Klaproth, Burnouf and Landresse</i>",83,"General Arts and Humanities, Cultural Studies",1841,7,,1
Sechszehnte Reihe von Experimental - Untersuchungen über Elektricität,50,General Physics and Astronomy,1841,,,2
Beiträge zur pharmakologischen Geschichte des Honigs,38,"Drug Discovery, Pharmaceutical Science",1841,,,3
